00,14,0.04472843450479233226837060703
01,19,0.06070287539936102236421725240
02,16,0.05111821086261980830670926518
03,21,0.06709265175718849840255591054
04,16,0.05111821086261980830670926518
05,3,0.009584664536741214057507987220
06,1,0.003194888178913738019169329073
07,4,0.01277955271565495207667731629
08,3,0.009584664536741214057507987220
09,11,0.03514376996805111821086261981
10,16,0.05111821086261980830670926518
11,24,0.07667731629392971246006389776
12,12,0.03833865814696485623003194888
13,15,0.04792332268370607028753993610
14,20,0.06389776357827476038338658147
15,13,0.04153354632587859424920127796
16,9,0.02875399361022364217252396166
17,26,0.08306709265175718849840255591
18,10,0.03194888178913738019169329073
19,19,0.06070287539936102236421725240
20,21,0.06709265175718849840255591054
21,13,0.04153354632587859424920127796
22,19,0.06070287539936102236421725240
23,16,0.05111821086261980830670926518
Errors,0
Success,6080302
Total Tweets,6080302
Days Tweeted,313
